nom;details;adresse;ville;longitude;latitude
RESTAURANT LA GOURMANDISE;Restaurant traditionnel;28 B Rue d' Embas;35500 VITRE;-1.21543;48.124746
RESTAURANT LA GOURMANDISE;Restaurant traditionnel;2 rue des Bas Sablons;35400 St Malo;-2.0185063;48.6384349
RESTAURANT LA GRABOTAIS;Restaurant traditionnel;4 rue Ceinte;35120 Dol De Bretagne;-1.7534966;48.5504908
RESTAURANT LA GRANGE DE BRAY;Restaurant traditionnel;40 Rue de Bray;35510 CESSON SEVIGNE;-1.6152477;48.106716
RESTAURANT LA GRIOTTE;Restaurant traditionnel;42 RUE DU DOCTEUR LEON;35740 PACE;-1.792365034422;48.149650667205
RESTAURANT LA GUÉNAUDIÈRE;Self-service, cafétéria (sur place);6 R Comb d' Afrique du Nord;35300 FOUGERES;-1.204626;48.3515609
RESTAURANT LA HOGUETTE;Restaurant traditionnel;2 av Révérend Père Umbricht;35400 St Malo;-1.9963659;48.6571825
RESTAURANT LA HOULE;Restaurant traditionnel;4 PLACE DU CALVAIRE;35260 CANCALE;-1.8559248681689;48.670626111576
RESTAURANT LA MAISON BLANCHE;Restaurant traditionnel;2 quai admin. chef thomas;35260 CANCALE;-2.9326435;48.2020471
RESTAURANT LA MAMMA ROMA;Restaurant traditionnel;11 Place du Champ Jacquet;35000 RENNES;-1.6803515;48.1130673
RESTAURANT LA MANIVELLE;Restaurant traditionnel;6 Rue de la Poste;35550 LOHEAC;-1.882631;47.8664469
RESTAURANT LA MARELLE;Restaurant traditionnel;13 Place des Marelles;35135 CHANTEPIE;-1.620882;48.0887376
RESTAURANT LA MARINA;Restaurant traditionnel;76 RUE DE VANNES;35600 REDON;-2.0913278047492;47.64412224785
RESTAURANT LA MARINE;Restaurant traditionnel;23 RUE DE LA MARINE;35260 CANCALE;-1.8492646;48.6751734
RESTAURANT LA MENTHE POIVRÉE;Restaurant traditionnel;14 Rue Emile Bridel;35640 MARTIGNE FERCHAUD;-1.3180647;47.8308234
RESTAURANT LA MERE MADELEINE;Restaurant de spécialités;33 Rue Saint Georges;35000 RENNES;-1.6757387;48.1119921
RESTAURANT LA METAIRIE DE BEAUMONT;Restaurant traditionnel;Beaumont;35310 MORDELLES;-1.807939;48.081465
RESTAURANT LA MINOTERIE;Restaurant traditionnel;Le port;35480 GUIPRY MESSAC;-1.8214125393989;47.820814026266
RESTAURANT LA MINOTERIE;Restaurant traditionnel;25 QUAI ROBERT SURCOUF;35600 REDON;-2.0895686161922;47.64583463587
RESTAURANT LA NAIADE;Restaurant de spécialités;9 Place du Théâtre;35300 FOUGERES;-1.2027798;48.3547992
RESTAURANT LA P'TITE BOUFFE;Restaurant traditionnel;1 rue des Sources;35140 St Hilaire Des Landes;-1.3571978;48.351683
RESTAURANT LA P'TITE PAUSE;Restaurant traditionnel;41 rue de Rennes;35830 BETTON;-1.6394453;48.1763831
RESTAURANT LA PAILLOTE;Restaurant traditionnel;68 Route de Nantes;35131 PONT PEAN;-1.7030612;48.0139702
RESTAURANT LA PAILLOTE;Restaurant traditionnel;68 ROUTE DE NANTES;35131 PONT PEAN;-1.7029730424721;48.013940986122
RESTAURANT LA PAILLOTE DU PONT;Restaurant traditionnel;LE BAS FOUY;35600 STE MARIE;-2.0302790285781;47.675085125838
RESTAURANT LA PALM'DAY;Restaurant traditionnel;8 RUE YVES VERNEY;35800 DINARD;-2.0560519;48.6344795
RESTAURANT LA PART DES ANGES;Restaurant de spécialités;5 Place de la Croix;35190 BECHEREL;-1.9440564;48.2949146
RESTAURANT LA PATATERIE;Restaurant traditionnel;RUE DU CHESNAY BEAUREGARD;35760 SAINT GREGOIRE;-1.6905153;48.1369765
RESTAURANT LA PATATERIE;Restaurant traditionnel;12 B RUE DE JANZE;35500 VITRE;-1.2160497939996;48.109473843001
RESTAURANT LA PATATERIE;Restaurant de spécialités;Rue Louis Guilloux;35600 REDON;-2.064352;47.6737508
RESTAURANT LA PATATERIE;Restaurant de spécialités;46 RUE DU GENERAL PATTON;35400 ST MALO;-1.9953548409996;48.622351128001
RESTAURANT LA PAULINA;Restaurant traditionnel;31 RUE DU PONANT;35400 ST MALO;-1.9928811;48.6359951
RESTAURANT LA PENSEE GOURMANDE;Restaurant traditionnel;35 rue de la Grève;35800 St Lunaire;-2.1109948;48.6366867
RESTAURANT LA PERGOLA;Restaurant traditionnel;39 avenue Jules Tricault;35170 Bruz;-1.749533;48.0277999
RESTAURANT LA PERLE NOIRE;Restaurant traditionnel;la Guimorais;35350 ST COULOMB;-1.938317;48.688078
RESTAURANT LA PEROUSE;Restaurant traditionnel;5 rue Abbé Pierre Leroy;35500 Montreuil Sous Perouse;-1.2369185;48.1509992
RESTAURANT LA PETITE VILLETTE;Restaurant traditionnel;3 RUE DU BOEL;35770 VERN SUR SEICHE;-1.6037016180968;48.046312623925
RESTAURANT LA PIA''ZA;Snack (sur place);6 place de l Hotel de Ville;35150 JANZE;-1.4989158;47.9593399
RESTAURANT LA PIA''ZA;Snack (sur place);1 rue du Point du Jour;35150 CORPS NUDS;-1.5872028;47.9778607
RESTAURANT LA PLACE;Restaurant traditionnel;8 B PLACE DU CHATEAU;35500 VITRE;-1.2138827;48.1244764
RESTAURANT LA POINTE MONTGERVALA;Restaurant traditionnel;route de Montgerval;35520 La Meziere;-1.73437;48.1999815
RESTAURANT LA PTITE FRINGALE;Restaurant traditionnel;Parc d'Activités de la Vigne;35370 ETRELLES;-1.1973489;48.065324
RESTAURANT LA RESERVE;Restaurant traditionnel;36 RUE DE LA VISITATION;35000 RENNES;-1.6781518679996;48.113973691
RESTAURANT LA ROSE DES SABLES;Restaurant traditionnel;16 Rue du Bord de Mer;35114 ST BENOIT DES ONDES;-1.8494758;48.6186458
RESTAURANT LA SALAMANDE;Restaurant traditionnel;7 AVENUE DE LA GARE;35360 MONTAUBAN DE BRETAGNE;-2.0474677507646;48.198071766028
RESTAURANT LA SOCCA;Restaurant traditionnel;4 Rue Amiral Magon;35400 ST MALO;-2.0176911;48.6375518
RESTAURANT LA SOUPE AUX CHOUX;Restaurant traditionnel;32 rue Notre-Dame;35500 Vitre;-1.2131711;48.1247885
RESTAURANT LA SPERANZA;Restaurant de spécialités;15 Place de l' Eglise;35137 PLEUMELEUC;-1.9192415;48.1845834
RESTAURANT LA TABLE D EUGENIE;Restaurant traditionnel;23 Rue de Plumaugat;35290 ST MEEN LE GRAND;-2.1941752;48.1906042
RESTAURANT LA TABLE D'OSCAR;Restaurant traditionnel;LES ROCHERS;35500 VITRÉ;-1.168625;48.079641
RESTAURANT LA TABLE DE MARIE-FRANCE;Restaurant traditionnel;LA BOE JAVOT;35133 FLEURIGNE;-1.1037290354979;48.369799805457
RESTAURANT LA TABLE DES PERES;Restaurant gastronomique;le château;35150 PIRE SUR SEICHE;-1.4088949999999;48.053685
RESTAURANT LA TABLE DU MARAIS;Restaurant traditionnel;3 place de la Gare;35111 La Fresnais;-1.8440506;48.5942065
RESTAURANT LA TABLE IBERIQUE;Restaurant traditionnel;21 RUE DE FOUGERES;35133 BILLE;-1.2455131902591;48.289280510964
RESTAURANT LA TAVERNE;Restaurant traditionnel;10 Rue de la Loire;35470 BAIN DE BRETAGNE;-2.0842796;47.65188
RESTAURANT LA TAVERNE DE MAITRE KANTER;Restaurant traditionnel;8 boulevard des Talards;35400 St Malo;-2.0085691;48.6467255
RESTAURANT LA TAVERNE DE MAITRE KANTER;Restaurant traditionnel;Impasse de l' Enclos;35132 VEZIN LE COQUET;-1.7403751;48.103875
RESTAURANT LA TAVERNE DU COMMERCE;Restaurant traditionnel;130 chaussée du Sillon;35400 St Malo;-2.0049372;48.6554504
RESTAURANT LA TAVERNE GRECQUE;Restaurant de spécialités;1 RUE DES DAMES;35000 RENNES;-1.6833857164868;48.110581707744
RESTAURANT LA TERRASSE;Restaurant traditionnel;96 Route de Fougères;35510 CESSON SEVIGNE;-1.6075325;48.1457213
RESTAURANT LA TERRASSE;Restaurant traditionnel;33 rue de la Poterie;35131 Chartres De Bretagne;-1.7073343;48.0424046
RESTAURANT LA TERRASSE;Restaurant traditionnel;CENTRE COMMERCIAL;35000 RENNES;-1.6418599516708;48.097519952248
RESTAURANT LA TETE À L'ENVERS;Restaurant traditionnel;14 Rue Nantaise;35000 RENNES;-1.685484;48.1116949
RESTAURANT LA TOMATE;Restaurant de spécialités;9 PLACE DE LA REPUBLIQUE;35800 DINARD;-2.0562148;48.6333822
RESTAURANT LA TOMATE;Restaurant de spécialités;18 RUE SAINT GEORGES;35000 RENNES;-1.6765311530671;48.11178859839
RESTAURANT LA TOULINE;Restaurant de spécialités;6 PLACE DE LA POISSONNERIE;35400 ST MALO;-2.0242574737723;48.649840208437
RESTAURANT LA TOUR DE PIZZ;Restaurant de spécialités;la Ville Rucette;35730 PLEURTUIT;-2.0567872;48.6071196
RESTAURANT LA TOUR DUGUESCLIN;Restaurant traditionnel;RUE DU CHATEAU;35390 GRAND FOUGERAY;-1.7299005998143;47.7228643961
RESTAURANT LA TRIBUNE;Restaurant traditionnel;167 route de Lorient;35000 Rennes;-1.7321059;48.1049669
RESTAURANT LA TUILE;Restaurant de spécialités;AVENUE DE LA MARIONNAIS;35131 CHARTRES DE BRETAGNE;-1.70541;48.040056242423
RESTAURANT LA VICTOIRE;Restaurant traditionnel;47 ROUTE DE FOUGERES;35510 CESSON SEVIGNE;-1.6080142;48.1458921
RESTAURANT LA VILLA;Restaurant traditionnel;8 place du Calvaire;35260 CANCALE;-1.8563038;48.6705021
RESTAURANT LA VILLA;Restaurant de spécialités;1 Place Haigerloch;35530 NOYAL SUR VILAINE;-1.5228292;48.1134994
RESTAURANT LA VILLA SUD;Restaurant traditionnel;47 avenue Jean Janvier;35000 Rennes;-1.6726681;48.1053794
RESTAURANT LA VILLE CARREE;Restaurant traditionnel;65 RUE DU COMMANDANT THOREUX;35800 ST BRIAC SUR MER;-2.130015352213;48.625420609498
RESTAURANT LE MARIN'BOEL;Restaurant traditionnel;18 le Boel;35580 Guichen;-1.755492;47.9917412
RESTAURANT LE 6;Restaurant traditionnel;6 PLACE RALLIER DU BATY;35000 RENNES;-1.681136135582;48.112605817099
RESTAURANT LE BARON ROUGE;Restaurant traditionnel;15/17 RUE DU CHAPITRE;35000 RENNES;-1.6827848695539;48.11105764946
RESTAURANT LE BEAUSEJOUR;Restaurant traditionnel;2 Rue de Saint-Lunaire;35800 DINARD;-2.0687316;48.6358072
RESTAURANT LE BILLOT;Restaurant traditionnel;2 AVENUE DE LA CHAUSSAIRIE;35131 CHARTRES DE BRETAGNE;-1.7124908989996;48.036408628
RESTAURANT LE BISTRONOME;Restaurant traditionnel;87 Avenue Joseph Jan;35170 BRUZ;-1.760415;48.0244149
RESTAURANT LE BISTROT;Restaurant traditionnel;4 rue de la Pinterie;35300 Fougeres;-1.2033679;48.3548222
RESTAURANT LE BISTROT BORIS;Restaurant traditionnel;6 rue Lejamptel;35120 Dol De Bretagne;-1.753407;48.5500467
RESTAURANT LE BISTROT D'ANTRAIN;Restaurant traditionnel;3 B Boulevard de Gaulle;35560 ANTRAIN;-1.4819296;48.4597814
RESTAURANT LE BISTROT DE CONDATE;Restaurant traditionnel;105 rue de Saint-Brieuc;35000 Rennes;-1.7111851;48.1168424
RESTAURANT LE BISTROT DE SOLIDOR;Restaurant traditionnel;1 Place Saint Pierre;35400 ST MALO;-2.0263159;48.6357981
RESTAURANT LE BISTROT DU ROCHER;Restaurant traditionnel;19 rue de Toulouse;35400 ST MALO;-2.0262655;48.6466763
RESTAURANT LE BISTROT SAVEURS;Restaurant traditionnel;26 RUE DU DOCTEUR LEON;35740 PACE;-1.7895515939996;48.149442409
RESTAURANT LE BLAZATA;Restaurant traditionnel;Tournebride;35137 BEDEE;-1.9407559;48.208567
RESTAURANT LE BLAZATA;Restaurant traditionnel;;35137 BEDEE;-1.9407559;48.208567
RESTAURANT LE BOIS BRIAND;Restaurant traditionnel;LIEU DIT LE BOIS BRIAND;35650 LE RHEU;-1.7657371;48.102876
RESTAURANT LE BOMBAY;Restaurant de spécialités;137 RUE DE NANTES;35000 RENNES;-1.6858702;48.1002332
RESTAURANT LE BON ACCUEIL;Restaurant traditionnel;24 PLACE DE L EGLISE;35140 ST OUEN DES ALLEUX;-1.4251060370147;48.328015035223
RESTAURANT LE BORSALINO;Restaurant de spécialités;6 RUE DE LA VIEILLE BOUCHERIE;35400 ST MALO;-2.025658110191;48.648386346933
RESTAURANT LE BOUCHE A OREILLE;Restaurant traditionnel;34 rue Saint-Martin;35500 Balaze;-1.1910369;48.1663061
RESTAURANT LE BOUCHE A OREILLE;Restaurant traditionnel;34 RUE SAINT MARTIN;35500 BALAZE;-1.1908418463846;48.166258526228
RESTAURANT LE BOUCHE À OREILLE;Restaurant traditionnel;57 CHAUSSEE DU SILLON;35400 ST MALO;-2.0049903491546;48.655532891482
RESTAURANT LE BOUJARON;Restaurant traditionnel;1 rue Saint Philippe;35400 ST MALO;-2.0264748;48.6462553
RESTAURANT LE BRAGANZA;Restaurant traditionnel;Port de Roche;35660 LANGON;-1.846006;47.739593
RESTAURANT LE BRUIT QUI COURT;Restaurant traditionnel;40 Rue de la Madeleine;35410 CHATEAUGIRON;-1.5029875;48.0481234
RESTAURANT LE BUFFET;Restaurant traditionnel;53 B rue Nationale;35300 Fougeres;-1.204303;48.3524827
RESTAURANT LE BULOT;Restaurant traditionnel;13 quai de Sébastopol;35400 St Malo;-2.0244004;48.6353154
RESTAURANT LE BYBLOSS;Restaurant traditionnel;13 RUE SAINT MALO;35000 RENNES;-1.6808894;48.1165028
RESTAURANT LE CAFE DE LA BOURSE;Restaurant traditionnel;1 RUE DE DINAN;35400 ST MALO;-2.026240878989;48.646364510964
RESTAURANT LE CAFE DE ST MALO;Restaurant de spécialités;4 PLACE GUY LA CHAMBRE;35400 ST MALO;-1.9750584954832;48.662995853347
RESTAURANT LE CAFE DU COMMERCE;Restaurant traditionnel;8 RUE D ANJOU;35130 LA GUERCHE DE BRETAGNE;-1.2304634865542;47.941562514571
RESTAURANT LE CAFÉ ANGLAIS;Restaurant traditionnel;7 Boulevard Wilson;35800 DINARD;-2.0536524;48.6346974
RESTAURANT LE CAFÉ BRETON;Restaurant traditionnel;14 RUE NANTAISE;35000 RENNES;-1.6855503949449;48.111664557591
RESTAURANT LE CAMBUSIER;Restaurant traditionnel;6 Rue des Cordiers;35400 ST MALO;-2.0243206;48.6477731
RESTAURANT LE CANCAVEN;Restaurant traditionnel;3 place de la République;35800 Dinard;-2.055881;48.6334451
RESTAURANT LE CARLINA;Restaurant traditionnel;281 bd du Général de Gaulle;35800 St Lunaire;-2.1102673;48.6368656
RESTAURANT LE CARRE;Restaurant traditionnel;34 place des Lices;35000 RENNES;-1.684486;48.11282
RESTAURANT LE CASTEL;Restaurant traditionnel;43 RUE DU GUE;35230 NOYAL CHATILLON SUR SEICHE;-1.6675002187085;48.039399932281
RESTAURANT LE CELLIER;Restaurant traditionnel;40 RUE DE LA MADELEINE;35410 CHATEAUGIRON;-1.503028817791;48.04811935054
RESTAURANT LE CHALET BRETON;Restaurant traditionnel;rue de la vallée;35560 Bazouges La Perouse;-1.5734424;48.4275564
RESTAURANT LE CHARLY;Restaurant traditionnel;271 AV GENERAL GEORGE PATTON;35700 RENNES;-1.6609280394137;48.133566083819
RESTAURANT LE CIGALON;Restaurant traditionnel;43 boulevard Douville;35400 St Malo;-2.0082164;48.6308952
RESTAURANT LE COLIGNY;Restaurant traditionnel;5 PLACE DE LA REPUBLIQUE;35500 VITRE;-1.2090021859599;48.12471361449
RESTAURANT LE COLVERT;Restaurant traditionnel;rue de l étang;35630 Hede;-1.7786017;48.3087389
RESTAURANT LE CONQUERANT;Restaurant de spécialités;27 RUE JULES FERRY;35300 FOUGERES;-1.1973628498471;48.350890110191
RESTAURANT LE CONTINENTAL;Restaurant traditionnel;7 rue du Bosphore;35200 RENNES;-1.6784905495412;48.082313460471
RESTAURANT LE COTE ROTIE;Restaurant traditionnel;7 avenue de la Forêt;35340 Liffre;-1.5105775;48.2143387
RESTAURANT LE COUDE A COUDE;Restaurant traditionnel;79 Boulevard de Rochebonne;35400 ST MALO;-1.9890696;48.6629645
RESTAURANT LE COURS DES LICES;Restaurant traditionnel;18 PLACE DES LICES;35000 RENNES;-1.6827551;48.1136345
RESTAURANT LE CROC'O'PIZZ;Snack (sur place);6 LA MENAIS;35580 GUIGNEN;-1.8803597156651;47.912138482404
RESTAURANT LE CROCODILE;Restaurant traditionnel;26 avenue Joseph le Brix;35740 Pace;-1.77276;48.146698
RESTAURANT LE DOL'MENE AUX SAVEURS;Restaurant traditionnel;2 RUE DES PERRONS;35120 DOL DE BRETAGNE;-1.7545133294477;48.550004381903
RESTAURANT LE DRAGON D'OR;Restaurant de spécialités;37 rue Saint-Malo;35000 Rennes;-1.6810119;48.1173779
RESTAURANT LE DUO;Restaurant traditionnel;15 Rue Bahon Rault;35000 RENNES;-1.6840844;48.1332946
RESTAURANT LE FER A CHEVAL;Restaurant traditionnel;25 place du Bon Accueil;35490 Chauvigne;-1.4610881;48.376546
RESTAURANT LE FLEURON;Restaurant traditionnel;73 Avenue André Bonnin;35135 CHANTEPIE;-1.6188438;48.0884488
RESTAURANT LE FOODSHOP;Restaurant traditionnel;43 Grande Rue des Stuarts;35120 DOL DE BRETAGNE;-1.7559735;48.5495007
RESTAURANT LE FRANKLIN;Restaurant traditionnel;4 chaussée du Sillon;35400 St Malo;-2.018086;48.6519329
RESTAURANT LE FULL TIME;Restaurant de spécialités;PLAGE DE L ECLUSE;35800 DINARD;-2.0542799999999;48.6356
RESTAURANT LE FUN PIZZA;Snack (sur place);Place de la Fontaine;35650 LE RHEU;-1.7576002;48.1182028
RESTAURANT LE GALOPIN;Restaurant traditionnel;21 AVENUE JEAN JANVIER;35000 RENNES;-1.6732467038491;48.107049694703
RESTAURANT LE GENTY HOME;Restaurant traditionnel;le Perray;35190 TINTENIAC;-1.8080491;48.2968927
RESTAURANT LE GLACIER;Restaurant traditionnel;plage de l ecluse;35800 Dinard;-2.0567901;48.6371646
RESTAURANT LE GRAND LARGE;Restaurant traditionnel;4 QUAI JACQUES CARTIER;35260 CANCALE;-1.8614546297536;48.668566002222
RESTAURANT LE GRILL;Restaurant traditionnel;35 Rue Poullain Duparc;35000 RENNES;-1.6827082;48.1085378
RESTAURANT LE GRILLADIN;Restaurant traditionnel;1 Rue Alessandro Volta;35500 VITRE;-1.21543;48.124746
RESTAURANT LE HERPIN;Restaurant de spécialités;5 Quai Gambetta;35260 CANCALE;-1.8537045;48.6712466
RESTAURANT LE HOO;Restaurant traditionnel;GUE MARY départementale D29;35760 ST GREGOIRE;-1.6924878769996;48.159794852
RESTAURANT LE HUIT BIS;Restaurant traditionnel;8 B Rue Yves Verney;35800 DINARD;-2.0560519;48.6344795
RESTAURANT LE JARDIN D HIVER;Restaurant traditionnel;20 RUE PIERRE MARCHAND;35530 NOYAL SUR VILAINE;-1.5224745796641;48.113070884529
RESTAURANT LE KARCE INE;Restaurant traditionnel;46 AVENUE MARECHAL LECLERC;35310 MORDELLES;-1.8459739221536;48.073969969473
RESTAURANT LE KASTELLER;Restaurant traditionnel;LE BOURG;35133 LE CHATELLIER;-1.252315;48.414828
RESTAURANT LE KAT'SEASON;Restaurant traditionnel;5 PLACE DU GENERAL LECLERC;35500 VITRE;-1.2098331139996;48.123245025
RESTAURANT LE KER JO ANN;Restaurant de spécialités;;35220 CHATEAUBOURG;-1.405353;48.109406
RESTAURANT LE KHALIFA;Restaurant de spécialités;20 place des Lices;35000 Rennes;-1.6828453;48.1135113
RESTAURANT LE KLEM'S;Restaurant traditionnel;2 rue des Bains;35800 DINARD;-2.0675977;48.6359716
RESTAURANT LE LION D'OR;Restaurant traditionnel;8 RUE DE FOUGERES;35340 LIFFRE;-1.5057973601189;48.214190252294
RESTAURANT LE LOTUS D ASIE;Restaurant traditionnel;3 Rue de Montigné;35132 VEZIN LE COQUET;-1.7414041;48.1055546
RESTAURANT LE LOUVIGNE;Restaurant traditionnel;1 AVENUE DE LA GARE;35420 LOUVIGNE DU DESERT;-1.1315375990825;48.482954612817
RESTAURANT LE MAJESTIC;Restaurant de spécialités;1 place guy la chambre;35400 ST MALO;-2.0231638;48.6502506
RESTAURANT LE MANOIR DU PETIT CORCE;Restaurant traditionnel;le Petit Corce;35410 Nouvoitou;-1.5809568;48.0400717
RESTAURANT LE MARRAKECH;Restaurant de spécialités;75 bd de la Tour d Auvergne;35000 Rennes;-1.6842003;48.1023824
RESTAURANT LE MATOURY;Restaurant traditionnel;113 AVENUE DE LA LIBERATION;35270 COMBOURG;-1.7288719571238;48.417248242022
RESTAURANT LE MEKONG;Restaurant de spécialités;2 Avenue de Lorient;35310 MORDELLES;-1.851322;48.071456
RESTAURANT LE MEKONG;Restaurant de spécialités;13 Rue de Rennes;35340 LIFFRE;-1.5074477;48.2139081
RESTAURANT LE MEKONG;Restaurant de spécialités;2 AVENUE DE LORIENT;35310 MORDELLES;-1.8512713338912;48.071398421317
RESTAURANT LE MEKONG;Restaurant traditionnel;180 BIS RUE DE FOUGÈRES;35000 RENNES;-1.6578412811472;48.124493811818
RESTAURANT LE METROPOLITAIN;Fast-food;4 RUE DE NEMOURS;35000 RENNES;-1.6802135568988;48.109588323619
RESTAURANT LE MOULARD D'OGUST;Restaurant traditionnel;avenue de la Flaudaie;35400 St Malo;-1.9956291;48.6245401
RESTAURANT LE MOULIN D'APIGNE;Restaurant traditionnel;MOULIN D APIGNE;35650 LE RHEU;-1.7476199999999;48.09466
RESTAURANT LE MOULIN DE LA FORÊT;Restaurant traditionnel;Moulin de la Forêt;35560 BAZOUGES LA PEROUSE;-1.5670651;48.4842898
RESTAURANT LE MOULIN DE LA GALETTE;Restaurant traditionnel;la Costardais;35540 Miniac Morvan;-1.914355;48.52923
RESTAURANT LE MYLENA;Restaurant de spécialités;43 grande rue des Stuarts;35120 Dol De Bretagne;-1.7559735;48.5495007
RESTAURANT LE NARVAL;Restaurant traditionnel;20 QUAI GAMBETTA;35260 CANCALE;-1.854909130042;48.670983920913
RESTAURANT LE P'TIT BAIGNEUR;Restaurant traditionnel;301 BOULEVARD DU GENERAL DE GAULLE;35800 ST LUNAIRE;-2.1106388;48.6369462
RESTAURANT LE P'TIT BAIGNEUR;Restaurant traditionnel;301 BOULEVARD DU GENERAL DE GAULLE;35800 ST LUNAIRE;-2.11055780322;48.636920682209
RESTAURANT LE P'TIT FOURNEAU;Restaurant traditionnel;Ccial de Beaugé;35340 LIFFRE;-1.5006511;48.2249594
RESTAURANT LE PAGNOL;Restaurant traditionnel;1 T AVENUE DU GENERAL DE GAULLE;35170 BRUZ;-1.7459783119626;48.023770892867
RESTAURANT LE PALAIS D'ASIE;Restaurant de spécialités;1 rue des Marins;35400 St Malo;-2.0248085;48.6488058
RESTAURANT LE PAPARAZZI;Restaurant traditionnel;42 Rue de la Grève;35800 ST LUNAIRE;-2.1111953;48.6366584
RESTAURANT LE PASSE TEMPS GUERCHAIS;Restaurant traditionnel;14 Place du Champ de Foire;35130 LA GUERCHE DE BRETAGNE;-1.2335382;47.9422711
RESTAURANT LE PAVILLON;Restaurant traditionnel;7 Place Saint-Michel;35000 RENNES;-1.6815585;48.1136207
RESTAURANT LE PETIT BOUCHON;Restaurant traditionnel;37 RUE DU PETIT RACHAPT;35500 VITRE;-1.2181013;48.1302704
RESTAURANT LE PETIT CREPIER;Restaurant de spécialités;6 Rue Sainte-Barbe;35400 ST MALO;-2.0235706;48.6495996
RESTAURANT LE PETIT PRESSOIR;Restaurant traditionnel;20 rue de Paris;35500 Vitre;-1.207188;48.1245268
RESTAURANT LE PETIT ST LU;Restaurant traditionnel;91 Boulevard du General de Gaulle;35800 ST LUNAIRE;-2.1079169;48.6362786
RESTAURANT LE PICHET;Restaurant traditionnel;17 BOULEVARD DE LAVAL;35500 VITRE;-1.2011387638063;48.123866419932
RESTAURANT LE PIGEON BLANC;Restaurant traditionnel;Lieu Dit le Bourg;35210 COMBOURTILLE;-1.245251;48.272635
RESTAURANT LE POINT G;Restaurant traditionnel;51 rue de Saint-Malo;35120 St Broladre;-1.6579686;48.5887366
RESTAURANT LE POISSON ROUGE;Restaurant traditionnel;1 Place de la Chapelle;35260 CANCALE;-1.8529323;48.6711282
RESTAURANT LE PONT DU SECRET;Restaurant traditionnel;;35380 Paimpont;-2.174058;48.019561
RESTAURANT LE PORCHE AU PAIN;Restaurant traditionnel;1 rue Ceinte;35120 Dol De Bretagne;-1.7536747;48.5505376
RESTAURANT LE POT DE BEURRE;Restaurant traditionnel;2 Place Ponthual;35800 ST LUNAIRE;-2.1076221;48.633714
RESTAURANT LE PRESENT TÊTU;Snack (sur place);29 Grande Rue;35430 ST JOUAN DES GUERETS;-1.9743979;48.6005879
RESTAURANT LE REFUGE;Restaurant traditionnel;6 rue de la Poste;35120 St Broladre;-1.6570324;48.5864399
RESTAURANT LE REFUGE;Restaurant traditionnel;30 RUE ANTOINE CHATEL;35131 CHARTRES DE BRETAGNE;-1.6993475;48.0413097
RESTAURANT LE RELAIS;Restaurant traditionnel;12 Rue de Dinard;35730 PLEURTUIT;-2.0587755;48.5802143
RESTAURANT LE RELAIS DE BELLE LANDE;Restaurant traditionnel;23 B rue de Rennes;35120 Dol De Bretagne;-1.7485292;48.5464643
RESTAURANT LE RELAIS DE L'HERMINE;Restaurant traditionnel;35 RUE DE BROCELIANDE;35290 MUEL;-2.1584719643372;48.127145731058
RESTAURANT LE RELAIS DE TOURNEBRIDE;Restaurant de spécialités;134 AVENUE DU GENERAL LECLERC;35700 RENNES;-1.6368839475446;48.114017434359
RESTAURANT LE RELAIS MALOUIN;Restaurant traditionnel;17 RUE DU CAS ROUGE;35430 CHATEAUNEUF ILLE VILAINE;-1.9306790929996;48.559951418
RESTAURANT LE ROYAL DE VITRÉ;Restaurant de spécialités;11 avenue d Helmstedt;35500 VITRE;-1.1887941;48.1168498
RESTAURANT LE RUSTIQUE;Restaurant de spécialités;;35610 St Georges De Grehaigne;-1.548324;48.568117
RESTAURANT LE RUSTY;Restaurant traditionnel;27 RUE DU PORT HUE;35800 ST BRIAC SUR MER;-2.1416622;48.6275747
RESTAURANT LE SADI 2;Restaurant traditionnel;11 Rue Sadi Carnot;35800 DINARD;-2.0577665;48.6340047
RESTAURANT LE SADI CARNOT;Restaurant traditionnel;14 Rue de Saint-Enogat;35800 DINARD;-2.0577915;48.6339891
RESTAURANT LE SAINT ENOGAT;Restaurant traditionnel;2 Rue des Vergers;35800 DINARD;-2.0677679;48.6358468
RESTAURANT LE SAINT GEORGES;Restaurant traditionnel;Bas Saint-Georges;35610 ST GEORGES DE GREHAIGNE;-1.545191;48.569846
RESTAURANT LE SAINT HILAIRE;Restaurant traditionnel;4 Rue de Rennes;35590 L HERMITAGE;-1.817087;48.1254691
RESTAURANT LE SAINT LEONARD;Restaurant traditionnel;20 rue Nationale;35300 FOUGERES;-1.2039122;48.3534565
RESTAURANT LE SAINT Ô;Restaurant traditionnel;;35290 ST ONEN LA CHAPELLE;-2.172861;48.177103
RESTAURANT LE SALICORNE;Restaurant traditionnel;16 Rue de Paris;35500 VITRE;-1.2073891;48.124452
RESTAURANT LE STRASS;Restaurant traditionnel;37 BOULEVARD JEAN MERMOZ;35136 ST JACQUES DE LA LANDE;-1.6929641580588;48.096206057447
RESTAURANT LE SURCOUF;Restaurant traditionnel;10 Quai de Brest;35600 REDON;-2.0863369;47.6488765
RESTAURANT LE TALAMARA;Restaurant de spécialités;4 Rue Roger Vercel;35400 ST MALO;-2.0116271;48.6531911
RESTAURANT LE THEILLAIS;Restaurant traditionnel;22 R Amand de Léon des Ormeaux;35240 LE THEIL DE BRETAGNE;-1.4298814;47.9195035
